"Average","Variance","t_1","t_2","t_3","RSI_1","RSI_2","MACD_1","MACD_2","Avg_RSI_1","Avg_RSI_2","chg_v2","chg_v3","chg_v4","chg_v5","Volume_Cat","Target"
0.849280576428029,0.530200478140822,0.772504783286948,-1.50879152665123,-1.25454338232636,-0.360027872791016,-0.46050570786321,-0.660960714966028,-0.229827508784005,-0.331515786573082,-0.417845134423553,-0.0482645824759607,0.390114942851988,0.129614309318522,-0.140715861234884,0,-0.00939261114589851
0.0538615018152027,-0.375832168036689,0.260387199288773,-0.613152197939765,0.426913379395732,-0.415640978712169,-0.532401343790269,-0.581367724604081,-0.456964729183885,-0.61505916273387,-0.604851301447775,-1.08581777155692,0.0436200227261497,-0.466120475570504,-0.837010239151467,-1,-0.0465655288664139
-0.942049524473308,0.236792604716021,-0.997975261261884,-0.370561442944343,0.888173817098551,-1.04687460289653,-0.979848854143419,-1.03574008801874,-0.880646868429583,-0.908010561366152,-0.892396183573021,0.333701406239048,-0.00042190428246691,-0.186932222986441,-0.407302174889278,-1,-0.0327071823204419
-1.1643286040635,0.913260757334312,-1.11518035201032,-0.925114328362823,-0.716404793752795,-1.02555227834548,-1.09469366766308,-1.16254561221869,-1.14672004005992,-0.600302309083151,-0.847050061334419,-0.24034708398552,-0.200845736836478,0.0872812727276711,0.0329980476719974,0,0.116518117432031
1.80992919915549,1.0816986105967,2.58577875663252,2.6783956031146,-1.15201977847495,1.09179446145681,0.381518719405567,0.781281225262425,-0.666068855498998,0.17376458829697,-0.394452993944049,-0.00706357896148375,-0.0592566930927359,-0.280190567226672,-0.614395195613437,-1,0.0875793774331646
2.87359441514345,1.32484680199966,2.25714664643294,0.319582483175177,-1.83025913837169,1.19642098599176,0.958985181301058,2.50009868316221,0.849737754483149,1.17395570944729,0.78622674199879,0.22440937228202,-1.37631211400172,1.01729645225739,-1.1084944169607,0,-0.00884293475661579
0.74349336574488,0.918694236471809,1.36062968451787,-1.88839305978403,1.40941478408329,0.388094713642709,0.544549234834795,1.3038385699996,1.25756695955029,0.418246226826755,0.56046989934183,0.389774741771189,0.241244754901298,-0.713823104748799,0.62326745237683,0,0.006074411541382
0.638335840839606,-0.185660398224318,-0.429747836994499,0.301436513671009,0.933184831949901,0.303727577985957,0.506140675732305,0.811563418917415,1.24540977556131,0.437723302317693,0.549551309688252,-0.18338161039592,-0.43615943032585,-0.226244972516522,-0.357486699630092,-1,0.039622603773585
0.583049429542102,0.557367873828303,-0.78967379102402,-0.931415656467447,0.251390062882899,0.0122659010403528,0.580757436458472,1.14827656702559,1.63826150113863,0.958075724794211,1.01502432757767,0.109286245455424,1.28450005172409,-1.05905627068997,1.91736331843388,0,0.0288566253668467
0.184458332146663,0.00586974137242705,-0.259567566353514,1.43439130631271,0.716779216171791,0.639040799287899,0.77651872448945,0.799039484526464,1.38351333313236,0.412319888787038,0.663402851495193,-0.17895149092708,0.78641285469592,-0.79324950519813,-0.758023679925144,-1,0.0269889584402525
0.379660923288189,0.0031530018036789,0.311617426182639,1.03967434896172,1.53149201276903,0.92102726348203,0.906257120368441,0.921817338247002,1.28331170433776,0.429052799223847,0.643857965712894,0.201812806519236,-0.358361873224965,-0.109488422640588,-0.653031597938188,-1,-0.00927519720799741
0.314803288166972,-0.151701153614966,-0.337900634783351,0.999232532223142,-1.18232251126754,0.183176307598157,0.550726639019043,0.559217029524893,1.1707436110466,0.391689769536238,0.668976441485851,1.86137815998465,0.463094111142748,-0.399816220142727,0.255058277693347,0,-0.0383148058252427
-1.04695517506743,-0.420658370921034,0.107898335045382,-1.09829969662902,-0.201851913436302,-1.13951671272843,-0.25800781376004,-0.597718170340974,0.558288355742613,-1.08224271475088,-0.0824606207361191,-0.300237925921439,0.417180847815077,-0.966814432629329,0.143061032621129,0,-0.0535424895063101
-1.16949202744208,0.0113032205099234,-1.49348023832792,-0.485497892523478,0.540938288131361,-1.55086050368303,-1.08610767609612,-1.31732801253741,-0.256294287238409,-1.31932834868856,-0.761844925305784,-0.536710265772212,0.484948710026268,-0.331607003110451,-0.0696999434176465,0,0.0102857142857142
-0.504921657471864,0.164799006144194,-0.0691023769187817,-0.429587396478544,-0.808183431072562,-0.917945616691426,-0.810301422080751,-0.862663572173112,-0.526104678856891,-0.819062640224618,-0.726433417203291,-0.548662434433516,-0.775043665796534,-0.702529133179384,0.440865324223871,0,-0.00131972096530919
-0.305563140196356,-0.405716303292919,-0.385178326666582,-0.436763665127924,-0.218435887689065,-0.876868707913958,-0.792200789270575,-0.554544448790574,-0.569354800505094,-0.52254196722403,-0.640922395875015,-0.397422951865732,-1.44970427138319,4.57557092136479,2.3720180517067,0,0.0154804222963782
-0.0806393803390878,0.0167366996474197,0.0574052668245578,1.91565686043867,-1.03728745904734,0.240430466165363,-0.309789724972297,-0.246214192594757,-0.587643789073685,-0.657498852418655,-0.739921840002247,0.250061590544728,-0.49433061559444,-0.603973572006389,-0.432790809418105,-1,0.0395984011898123
0.776237026194426,0.00586974137242705,0.0896416321914287,1.4094855225945,-1.43514093654973,0.66358163952016,0.315697199132341,0.707976379792621,-0.0394182139925951,0.658426962729201,0.195195029170705,-0.392713047440904,-0.0450364382165954,0.591275923175442,-0.705697214449861,0,-0.0797567625091832
-1.73293486148543,0.682337893990719,-3.39764194493274,-0.854659208064027,-0.660865507570649,-1.56962950548992,-1.17988984188547,-0.619301016579993,-0.0727662453623862,-0.148877346399944,-0.089282815913135,-1.24631178687884,-0.840522548830408,-0.365535254381022,0.219495406003465,0,-0.031286474931986
-2.54548138925648,1.02193034008424,-2.24892767463917,1.21716647040184,-0.371400676915962,-1.38769314155644,-1.36307396750699,-1.77350499627045,-0.810605691344388,-1.56804214701762,-1.24993642140425,-0.873095471340842,0.397642703332391,-0.133992044513532,1.87717761920423,0,-0.0479437932976446
-2.07472830171646,0.212341948597287,-0.785913639201927,-1.70994722685053,1.04949116174721,-1.48284848606707,-1.64962885439392,-2.16789094384977,-1.59097631129771,-1.51811848812146,-1.57067492194324,-0.589840184153069,0.39278751564041,-0.657574367131837,0.728531293999883,0,-0.0185418879056047
-0.805155836363089,-0.0756324456900177,-0.860473777756037,0.452250813951427,-0.429645164745876,-1.20194981050147,-1.55636747252739,-1.69115045258147,-1.90832551974939,-1.31204279245534,-1.60122428492596,0.0339193400961183,0.384853372707972,-0.64669791553925,-0.125554334519207,-1,0.0369256746704303
0.315684848255999,-0.0403148312962916,1.34009237224405,0.554612843453261,-0.0537288509334942,0.460002838713148,-0.677485851459763,-0.523376385146617,-1.6933208492004,-0.593409242155171,-1.28098132150527,-0.609714627521465,-0.23661552533548,0.40695804991616,-0.366922809463877,0,0.0198757349896481
1.17810248963482,0.106389105416109,0.974235422621642,-0.832125450485697,-0.904975235889154,0.403815197671394,-0.299045174316433,0.374292668127119,-1.0386713606033,0.486971967663963,-0.401152507465234,-0.430575777783538,-0.359010155581719,0.526388022234292,1.31303434815454,0,-0.0377587510255279
-0.459962092931525,-0.135400716202477,0.24014558647627,-0.100909734439411,-1.23847557316264,-0.572808141114693,-0.801700756856833,-0.502568236827864,-0.981782964047352,-0.694810480023809,-0.846240935066451,0.526468650285061,-0.778873258022542,0.438082882929569,-0.276915578496489,0,-0.00590725713471485
-0.0982705821196128,-0.290254871621122,0.596025255229164,-0.399924036455111,0.738751881271946,-0.154129992692261,-0.696688146368076,-0.542750491071618,-1.0026944957828,-0.821456378274905,-0.995723540407312,-0.58345853926161,-0.121091969914323,-0.0475060499080365,-0.328371012115006,0,0.0551783554829521
1.34408766068291,0.492166124178348,0.366246188282296,2.69807820380543,1.22491793785524,1.13666062861043,0.359604675654774,0.77609704431493,-0.540970938593981,0.259083760596699,-0.338068182004527,-0.0495188827362189,-0.421845852901068,-0.827718057392796,-0.323897423616839,-1,0.0687851541116189
