"Target","Average","Variance","t_1","t_2","t_3","RSI_1","RSI_2","MACD_1","MACD_2","Avg_RSI_1","Avg_RSI_2","chg_v2","chg_v3","chg_v4","chg_v5","vol_cat"
0.00188205771643646,-0.004687,0.001549,0.041603136571553,-0.0477079444098736,0.0253083794130158,44.1790943475671,46.4819559050939,-1.65871958340185,0.25588867400328,33.3862973468562,43.8370772743481,0.293490697727637,-0.112858640318094,-0.0720336025525975,-0.219121964847433,"-1"
-0.00939261114589851,0.007461,0.000791,0.0161187267818144,-0.0294359806736937,-0.024302028519783,45.6193354973778,47.1768653163179,-0.687393186892116,-0.13315027282903,47.623605475018,48.1883560224268,0.0701537552141758,0.215237545271377,0.084020288417834,-0.0273591423466349,"0"
-0.0465655288664139,0.001145,0.000124,0.00550847457627124,-0.0115183246073298,0.00972721505603724,44.4799592420701,46.2697173645245,-0.588791576183079,-0.627328881477418,42.5952518529902,45.9655122601611,-0.404546957874493,0.0793827528748637,-0.126362984474425,-0.31600934780771,"-1"
-0.0327071823204419,-0.006763,0.000575,-0.0205627705627707,-0.00666519056827308,0.0190621822962314,31.5475291784236,40.6240187443229,-1.15167841697927,-1.54912694571807,37.4000565134404,42.5476177715759,0.244910605394783,0.0621146588770498,-0.0277678716464115,-0.137873023615787,"-1"
0.116518117432031,-0.008528,0.001073,-0.0229910714285713,-0.0177592633194475,-0.0134112048453384,31.9843713561628,39.1749566974394,-1.3087679907729,-2.12801784489989,42.8569496556652,43.0866232309411,-0.0177277157292168,-0.0164681329083247,0.0690704096876371,0.0446543006563832,"0"
0.0875793774331646,0.015089,0.001197,0.0536868454641293,0.0543305271957024,-0.0222271606033714,75.3636173023285,57.801164339583,1.09928900323504,-1.08227319233548,56.5842394264055,48.4664060695366,0.0890040136434473,0.0390465341939839,-0.0607019829043727,-0.223723843150545,"-1"
-0.00884293475661579,0.023535,0.001376,0.0468781169982273,0.00714144019043861,-0.0359533371581565,77.5071583931552,65.087385698962,3.22859924893677,2.21564161080527,74.3216125043937,62.5005239172872,0.194907379535811,-0.477348600018401,0.397504542244445,-0.428553648306794,"0"
0.006074411541382,0.006621,0.001077,0.0283037282842085,-0.0370300751879701,0.0296110326925114,60.946533950391,59.8582126742203,1.74664495310719,3.10294871428853,60.919872828483,59.8170712939102,0.270565244253293,0.156868064787433,-0.213838974046286,0.289351644695327,"0"
0.039622603773585,0.005786,0.000264,-0.00879001276267022,0.00677842214272273,0.0199731131169578,59.218058090188,59.3735901338966,1.13680327498946,3.07649853470908,61.2652789685151,59.6872877723804,0.00833509359853394,-0.108730648518785,-0.0416511383656322,-0.11722192025383,"-1"
0.0288566253668467,0.005347,0.000811,-0.0162470993125192,-0.0178853241411651,0.00617498235709246,53.246722583144,60.315072058208,1.5539311979309,3.93121938939389,70.4932003670633,65.220120249421,0.142236315562706,0.565910805486054,-0.335757796320847,0.825821634215257,"0"
0.0269889584402525,0.002182,0.000405,-0.00526415142080527,0.0294436777456646,0.0155935063508899,66.087804278862,62.7851030856532,1.12128833959444,3.37696810904702,60.8147752460571,61.0405810543988,0.0103619592022039,0.370619247609686,-0.2418883451833,-0.283265314145452,"-1"
-0.00927519720799741,0.003732,0.000403,0.00656988243430146,0.0215471925661319,0.0320816259569814,71.8650158965062,64.4220858951521,1.27338834339115,3.15896112007867,61.1115164076432,60.8082612965175,0.184569012313934,-0.0782275434081585,-0.00041865418379442,-0.239740639814459,"-1"
-0.0383148058252427,0.003217,0.000289,-0.00688708653970094,0.0207381363536683,-0.0228404258973037,56.7482579818867,59.9361564809741,0.824190815807269,2.91404862347027,60.4489210467377,61.1068313815474,0.943852357975557,0.243851441699673,-0.102947688578654,0.136709806277707,"0"
-0.0535424895063101,-0.007596,9.1e-05,0.0023491507047344,-0.0212239122744958,-0.00299770763533769,29.649519375955,49.7318959174038,-0.609046881055242,1.5815400835107,34.3102263385715,52.1748950017219,-0.0451289378291117,0.225849628410861,-0.303182663424403,0.0902811277956255,"0"
0.0102857142857142,-0.008569,0.000409,-0.0308288362868316,-0.00896454445664097,0.0120348458446526,21.2220931349824,39.2832910151438,-1.5005159564095,-0.190733595055903,30.1057535616612,44.0994117830412,-0.153319621000101,0.252420259947142,-0.0788596569836181,0.00208064622423906,"0"
-0.00131972096530919,-0.003292,0.000522,-0.00131801920542274,-0.00784603055654887,-0.0152686166298749,34.1889681534605,42.7632947065457,-0.937267284030474,-0.777755500554966,38.9774575005481,44.520329719335,-0.158787970041081,-0.241601420302685,-0.209850516828418,0.213736483295594,"0"
0.0154804222963782,-0.001709,0.000102,-0.00786660423300245,-0.00798959494611673,-0.0033333333333333,35.0305333515784,42.9916806407987,-0.555562290693523,-0.871854058696842,44.2359502937041,45.536754168802,-0.0895929726398576,-0.506124422477705,1.65410638529316,1.01429964916883,"0"
